SMI,Target,Property
c1ccccc1C(\CCC([O-])=O)=N/OCCCCO/N=C(\C)c2ccc(F)cc2,PPARa,agonist
c1ccccc1C(\CCC([O-])=O)=N/OCCCCO/N=C(\C)c2ccc(C)cc2,PPARa,agonist
c1ccccc1C(\CCC([O-])=O)=N/OCCCCO/N=C(\C)c2ccc(cc2)OC,PPARa,agonist
c1ccccc1C(\CCC([O-])=O)=N/OCCCCO/N=C(\C)c2ccc(C(F)(F)F)cc2,PPARa,agonist
c1ccccc1C(\CCC([O-])=O)=N/OCCCCO/N=C(\C)c2ccc(cc2)S(=O)(=O)C,PPARa,agonist
c1ccccc1C(\CCC([O-])=O)=N/OCCCCO/N=C(\C)c2cc(ccc2)CCCC,PPARa,agonist
c1ccccc1C(\CCC([O-])=O)=N/OCCCCO/N=C(\C)c2cc(ccc2)-c3ccccc3,PPARa,agonist
c1ccccc1C(\CCC([O-])=O)=N/OCCCCO/N=C(\C)c(c2)ccc(c23)cccc3,PPARa,agonist
c1ccccc1C(\CCC([O-])=O)=N/OCCCCO/N=C(\C)c(c2)ccc(c23)CCCC3,PPARa,agonist
c1ccccc1C(\CCC([O-])=O)=N/OCCCCO/N=C(\C)c2cc(OC)c(cc2)OC,PPARa,agonist
c1ccccc1C(\CCC([O-])=O)=N/OCCCCO/N=C(\C)c2cc(C)c(C)cc2,PPARa,agonist
c1ccccc1C(\CCC([O-])=O)=N/OCCCCO/N=C(\C)c2cc(OC)c(C)cc2,PPARa,agonist
c1ccccc1C(\CCC([O-])=O)=N/OCCCCO/N=C(\C)c2cc(OC)c(F)cc2,PPARa,agonist
CCCCCC[C@@H](C([O-])=O)Sc(n1)nc(Cl)cc1Nc2cccc(C)c2C,PPARa,agonist
Cc1ccc(cc1)OC(=O)N(CC([O-])=O)Cc2ccc(cc2)OCCc3c(C)oc(n3)-c4ccc(Cl)cc4,PPARa,agonist
Cc1ccc(cc1)OC(=O)N(CC([O-])=O)Cc2ccc(cc2)OCc3c(C)oc(n3)-c4ccc(Cl)cc4,PPARa,agonist
Cc1ccc(cc1)OC(=O)N(CC([O-])=O)Cc2cc(ccc2)OCCc3c(C)oc(n3)-c4ccc(Cl)cc4,PPARa,agonist
Cc1ccc(cc1)OC(=O)N(CC([O-])=O)Cc2cc(ccc2)OCc3c(C)oc(n3)-c4ccc(Cl)cc4,PPARa,agonist
Cc1ccc(cc1)OC(=O)N(CC([O-])=O)Cc2cc(ccc2)OCc3c(C)nc(o3)-c4ccc(Cl)cc4,PPARa,agonist
Cc1ccc(cc1)OC(=O)N(CC([O-])=O)Cc2cc(ccc2)OCc3c(C)nc(s3)-c4ccc(Cl)cc4,PPARa,agonist
Cc1ccc(cc1)OC(=O)N(CC([O-])=O)Cc2cc(ccc2)OCc3c(C)sc(n3)-c4ccc(Cl)cc4,PPARa,agonist
Cc1ccc(cc1)OC(=O)N(CC([O-])=O)Cc2cc(ccc2)OCc3c(C)oc(n3)-c4ccc(F)cc4,PPARa,agonist
Cc1ccc(cc1)OC(=O)N(CC([O-])=O)Cc2cc(ccc2)OCc3c(C)oc(n3)-c4c(Cl)cccc4,PPARa,agonist
Cc1ccc(cc1)OC(=O)N(CC([O-])=O)Cc2cc(ccc2)OCc3c(C)oc(n3)-c4cc(Cl)ccc4,PPARa,agonist
Cc1ccc(cc1)OC(=O)N(CC([O-])=O)Cc2cc(ccc2)OCc3c(C)oc([nH+]3)-c(cc4)ccc4C(C)(C)C,PPARa,agonist
Cc1ccc(cc1)OC(=O)N(CC([O-])=O)Cc2cc(ccc2)OCc3c(C)oc([nH+]3)-c4ccc(cc4)-c5ccccc5,PPARa,agonist
Cc1ccc(cc1)OC(=O)N(CC([O-])=O)Cc2cc(ccc2)OCc3c(C)oc([nH+]3)-c4ccc(cc4)N5CCOCC5,PPARa,agonist
N#Cc1ccc(cc1)-c(n2)oc(C)c2COc(ccc3)cc3CN(CC([O-])=O)C(=O)Oc(cc4)ccc4C,PPARa,agonist
Cc1ccc(cc1)OC(=O)N(CC([O-])=O)Cc2cc(ccc2)OCc3c(C)oc(n3)-c4ccc(cc4)OC,PPARa,agonist
Cc1ccc(cc1)OC(=O)N(CC([O-])=O)Cc2cc(ccc2)OCc3c(C)oc(n3)-c(cc4)ccc4C,PPARa,agonist
Cc1ccc(cc1)OC(=O)N(CC([O-])=O)Cc2cc(ccc2)OCc3c(C)oc(n3)-c(cc4)ccc4C(C)C,PPARa,agonist
Cc1ccc(cc1)OC(=O)N(CC([O-])=O)Cc2cc(ccc2)OCc3c(C)oc([nH+]3)-c(cc4)ccc4C(F)(F)F,PPARa,agonist
c1cc(C(F)(F)F)cc(F)c1C(=O)NCc2c(OCCCC)ccc(c2)-c(cc3C([O-])=O)ccc3,PPARa,agonist
c1cc(C(F)(F)F)cc(F)c1C(=O)NCc2c(OCCCC)ccc(c2)-c(c(C)c3C([O-])=O)ccc3,PPARa,agonist
c1cc(C(F)(F)F)cc(F)c1C(=O)NCc2c(OCCCC)ccc(c2)-c(cc3C([O-])=O)cnc3,PPARa,agonist
c1cc(C(F)(F)F)cc(F)c1C(=O)NCc2c(OCCCC)ccc(c2)-c(c(C)c3C([O-])=O)c(C)nc3,PPARa,agonist
[O-]C(=O)C(C)(C)Oc(ccc1)cc1\C=C\Cn2ccnc2C(=O)c3ccc(C)cc3,PPARa,agonist
[O-]C(=O)C(C)(C)Oc(ccc1)cc1\C=C\Cn2c(C)c(C)nc2C(=O)c3ccc(C)cc3,PPARa,agonist
[O-]C(=O)C(C)(C)Oc(ccc1)cc1\C=C\Cn(c(c23)CCCC2)c(n3)C(=O)c4ccc(C)cc4,PPARa,agonist
[O-]C(=O)C(C)(C)Oc(ccc1)cc1\C=C\Cn(c(c23)cccc2)c(n3)C(=O)c4ccc(C)cc4,PPARa,agonist
[O-]C(=O)C(C)(C)Oc(ccc1)cc1/C=C/n(c(c23)cccc2)c(n3)C(=O)c4ccc(C)cc4,PPARa,agonist
[O-]C(=O)CCCCOc(cc1)c(OC)cc1CC=C,PPARa,agonist
[O-]C(=O)CCCCOc(cc1)ccc1/C=C/c2ccccc2,PPARa,agonist
c1ccccc1\C=C\C(=O)c2ccc(cc2)OCCCCC([O-])=O,PPARa,agonist
[O-]C(=O)CCCCOc(cc1)ccc1C(=O)c2ccccc2,PPARa,agonist
[O-]C(=O)CCCCOc(cc1)ccc1NC(=O)Nc2ccccc2,PPARa,agonist
[O-]C(=O)C(C)(C)CCCOc(cc1)c(OC)cc1CC=C,PPARa,agonist
[O-]C(=O)C(C)(C)CCCOc(cc1)ccc1/C=C/c2ccccc2,PPARa,agonist
[O-]C(=O)C(C)(C)CCCOc(cc1)ccc1C(=O)/C=C/c2ccccc2,PPARa,agonist
[O-]C(=O)C(C)(C)CCCOc(cc1)ccc1C(=O)c2ccccc2,PPARa,agonist
[O-]C(=O)C(C)(C)CCCOc1ccc(cc1)Oc2ccccc2,PPARa,agonist
[O-]C(=O)C(C)(C)CCCOc(cc1)ccc1/N=N/c2ccccc2,PPARa,agonist
[O-]C(=O)COc1ccc(cc1)OCCc2c(C)oc(n2)-c3ccccc3,PPARa,agonist
[O-]C(=O)[C@H](C)Oc1ccc(cc1)OCCc2c(C)oc(n2)-c3ccccc3,PPARa,agonist
[O-]C(=O)C(C)(C)Oc1ccc(cc1)OCCc2c(C)oc(n2)-c3ccccc3,PPARa,agonist
[O-]C(=O)C(C)(C)Oc1ccc(cc1)OCCc2c(C)oc(n2)-c3ccc(Br)cc3,PPARa,agonist
[O-]C(=O)Cc1cc(Cl)c(cc1)SCCCOc(cc2)c(CCC)c(O)c2C(=O)C,PPARa,agonist
CCC(=O)c1c(O)c(CCC)c(cc1)OCCCSc(cc2)c(Cl)cc2CC([O-])=O,PPARa,agonist
CC/C(=N\O)c1c(O)c(CCC)c(cc1)OCCCSc(cc2)c(Cl)cc2CC([O-])=O,PPARa,agonist
[O-]C(=O)Cc1cc(Cl)c(cc1)SCCCOc(cc2)c(CCC)c(c23)onc3CC,PPARa,agonist
[O-]C(=O)Cc1cc(Cl)c(cc1)SCCCOc(cc2)c(CCC)c(c23)onc3C(F)(F)F,PPARa,agonist
[O-]C(=O)Cc1cc(Cl)c(cc1)SCCCOc(cc2)c(CCC)c(c23)occ3CC,PPARa,agonist
[O-]C(=O)Cc1cc(Cl)c(cc1)SCCCOc(cc2)c(CCC)c(c23)occ3-c4ccccc4,PPARa,agonist
N1C(=O)S[C@@H](C1=O)c2cc(ccc2)OCCCOc(c3CCC)ccc(c3)Oc4ccc(Cl)cc4,PPARa,agonist
N1C(=O)S[C@@H](C1=O)c2cc(ccc2)OCCCOc(c3CCC)ccc(c3)Oc4ccc(F)cc4,PPARa,agonist
N1C(=O)S[C@@H](C1=O)c2cc(ccc2)OCCCOc(c3CCC)ccc(c3)Oc(c4)ccc(Cl)c4Cl,PPARa,agonist
N1C(=O)S[C@@H](C1=O)c2cc(ccc2)OCCCOc(c3CCC)ccc(c3)Oc(c4)ccc(Cl)c4C,PPARa,agonist
N1C(=O)S[C@@H](C1=O)c2cc(ccc2)OCCCOc(c3CCC)ccc(c3)Oc(c4)ccc(F)c4C,PPARa,agonist
c1ccccc1O[C@@](C([O-])=O)(C)Cc2ccc(cc2)OCCc3c(C)oc(n3)-c4ccccc4,PPARa,agonist
c1ccccc1O[C@](C([O-])=O)(C)Cc2ccc(cc2)OCCc3c(C)oc(n3)-c4ccccc4,PPARa,agonist
c1ccccc1O[C@@](C([O-])=O)(C)Cc2ccc(cc2)OCCc3c(C)oc(n3)-c4ccc(cc4)-c5ccccc5,PPARa,agonist
c1ccccc1O[C@@](C([O-])=O)(C)Cc2ccc(cc2)OCCc3c(C)oc(n3)-c4cc(ccc4)-c5ccccc5,PPARa,agonist
Cc1ccc(cc1)O[C@](C([O-])=O)(C)Cc2ccc(cc2)OCCc3c(C)oc(n3)-c4ccccc4,PPARa,agonist
Cc1ccc(cc1)O[C@](C([O-])=O)(C)Cc2ccc(cc2)OCCc3c(C)oc(n3)-c4ccc(cc4)-c5ccccc5,PPARa,agonist
Cc1ccc(cc1)O[C@](C([O-])=O)(C)Cc2ccc(cc2)OCCc3c(C)oc(n3)-c4cc(ccc4)-c5ccccc5,PPARa,agonist
CC(C)(C)c1ccc(cc1)O[C@@](C([O-])=O)(C)Cc2ccc(cc2)OCCc3c(C)oc(n3)-c4ccccc4,PPARa,agonist
CC(C)(C)c1ccc(cc1)O[C@@](C([O-])=O)(C)Cc2ccc(cc2)OCCc3c(C)oc(n3)-c4ccc(cc4)-c5ccccc5,PPARa,agonist
CC(C)(C)c1ccc(cc1)O[C@@](C([O-])=O)(C)Cc2ccc(cc2)OCCc3c(C)oc(n3)-c4cc(ccc4)-c5ccccc5,PPARa,agonist
c1ccccc1O[C@@](C([O-])=O)(C)Cc2ccc(cc2)OCCc3c(C)oc(n3)-c4cccs4,PPARa,agonist
C1C[C@@](C([O-])=O)(C)Oc(c12)cc(cc2)OCCCOc3c(Cl)cc(cc3)Oc4ccccc4,PPARa,agonist
CC[C@](C([O-])=O)(CC1)Oc(c12)cc(cc2)OCCCOc3c(Cl)cc(cc3)Oc4ccc(F)cc4,PPARa,agonist
CO[C@@H](C([O-])=O)Cc1ccc(cc1)OCCCOc(cc2)ccc2-c3ccccc3,PPARa,agonist
CO[C@H](C([O-])=O)Cc1ccc(cc1)OCCCOc2ccc(cc2)Oc3ccccc3,PPARa,agonist
CO[C@H](C([O-])=O)Cc1ccc(cc1)OCCCOc(cc2)ccc2C(=O)c3ccccc3,PPARa,agonist
CCO[C@H](C([O-])=O)Cc1ccc(cc1)OCCCOc2ccc(cc2)Oc3ccccc3,PPARa,agonist
CO[C@H](C([O-])=O)Cc1cc(OC)c(cc1)OCCCOc2ccc(cc2)Oc3ccccc3,PPARa,agonist
CO[C@H](C([O-])=O)Cc1cc(Cl)c(cc1)OCCCOc(cc2)ccc2C(=O)c3ccccc3,PPARa,agonist
CO[C@H](C([O-])=O)Cc(cc1)ccc1C#CCCOc2ccc(cc2)Oc3ccccc3,PPARa,agonist
CO[C@H](C([O-])=O)Cc(cc1)ccc1C#CCCCOc2ccc(cc2)Oc3ccccc3,PPARa,agonist
CC[C@](C([O-])=O)(CC1)Oc(c12)cc(cc2)OCCCOc3c(Cl)cc(Cl)cc3,PPARa,agonist
CC[C@](C([O-])=O)(CC1)Oc(c12)cc(cc2)OCCCOc(cc3)c(Cl)cc3C(F)(F)F,PPARa,agonist
CC[C@](C([O-])=O)(CC1)Oc(c12)cc(cc2)OCCCOc3c(Cl)cc(cc3)OC(F)(F)F,PPARa,agonist
CC[C@](C([O-])=O)(CC1)Oc(c12)cc(cc2)OCCCOc3c(Cl)cc(cc3)OCC(F)(F)F,PPARa,agonist
CC[C@](C([O-])=O)(CC1)Oc(c12)cc(cc2)OCCCOc(cc3)c(Cl)cc3C(C)C,PPARa,agonist
CC[C@](C([O-])=O)(CC1)Oc(c12)cc(cc2)OCCCOc(cc3)c(Cl)cc3CC(C)C,PPARa,agonist
CC[C@](C([O-])=O)(CC1)Oc(c12)cc(cc2)OCCCOc(cc3)c(Cl)cc3C(C)(C)C,PPARa,agonist
CC[C@](C([O-])=O)(CC1)Oc(c12)cc(cc2)OCCCOc3c(Cl)cc(cc3)C4CCCCC4,PPARa,agonist
CC[C@](C([O-])=O)(CC1)Oc(c12)cc(cc2)OCCCOc3c(Cl)cc(cc3)C(CC4)CCC45CC5,PPARa,agonist
CC[C@](C([O-])=O)(CC1)Oc(c12)cc(cc2)OCCCOc3c(Cl)cc(cc3)C(CC4)CCC4(C)C,PPARa,agonist
CC[C@](C([O-])=O)(CC1)Oc(c12)cc(cc2)OCCCOc3c(Cl)cc(cc3)C4CCOCC4,PPARa,agonist
C1C[C@@](C([O-])=O)(C)Oc(c12)cc(cc2)OCCCOc3c(Cl)cc(cc3)OC(F)(F)F,PPARa,agonist
C1C[C@@](C([O-])=O)(C)Oc(c12)cc(cc2)OCCCOc3c(Cl)cc(cc3)OCC,PPARa,agonist
C1C[C@@](C([O-])=O)(C)Oc(c12)cc(cc2)OCCCOc3c(Cl)cc(cc3)OC(C)C,PPARa,agonist
C1C[C@@](C([O-])=O)(C)Oc(c12)cc(cc2)OCCCOc3c(Cl)cc(cc3)OCC(F)(F)F,PPARa,agonist
C1C[C@@](C([O-])=O)(C)Oc(c12)cc(cc2)OCCCOc3c(Cl)cc(cc3)OCC4CC4,PPARa,agonist
C1C[C@@](C([O-])=O)(C)Oc(c12)cc(cc2)OCCCOc3c(Cl)cc(cc3)OCC4CCC4,PPARa,agonist
C1C[C@@](C([O-])=O)(C)Oc(c12)cc(cc2)OCCCOc(cc3)c(Cl)cc3C(C)C,PPARa,agonist
C1C[C@@](C([O-])=O)(C)Oc(c12)cc(cc2)OCCCOc(cc3)c(Cl)cc3CC(C)C,PPARa,agonist
C1C[C@@](C([O-])=O)(C)Oc(c12)cc(cc2)OCCCOc(cc3)c(Cl)cc3C(C)(C)C,PPARa,agonist
CCC(C)(C)c1cc(Cl)c(cc1)OCCCOc(cc2)cc(c23)O[C@](C([O-])=O)(C)CC3,PPARa,agonist
C1C[C@@](C([O-])=O)(C)Oc(c12)cc(cc2)OCCCOc(cc3)c(Cl)cc3C4CCCC4,PPARa,agonist
C1C[C@@](C([O-])=O)(C)Oc(c12)cc(cc2)OCCCOc3c(Cl)cc(cc3)C4CCCCC4,PPARa,agonist
C1C[C@@](C([O-])=O)(C)Oc(c12)cc(cc2)OCCCOc(cc3)c(Cl)cc3C(CC4)CCC45CC5,PPARa,agonist
C1C[C@@](C([O-])=O)(C)Oc(c12)cc(cc2)OCCCOc3c(Cl)cc(cc3)C(CC4)CCC4(C)C,PPARa,agonist
C1C[C@@](C([O-])=O)(C)Oc(c12)cc(cc2)OCCCOc3c(Cl)cc(cc3)Oc4ccc(F)cc4,PPARa,agonist
CCCc(c1)c(OC(C([O-])=O)(C)C)c(CCC)c(c12)onc2C(F)(F)F,PPARa,agonist
CCCc(c1)c(OC(C([O-])=O)(C)C)c(CCC)c(c12)onc2OC,PPARa,agonist
CCCc(c1)c(O[C@H](C([O-])=O)C)c(CCC)c(c12)onc2C(F)(F)F,PPARa,agonist
CC[C@](C([O-])=O)(C)Oc(c(c1)CCC)c(CCC)c(c12)onc2C(F)(F)F,PPARa,agonist
CCCc(c1)c(OC(C([O-])=O)(C)C)c(CCC)cc1C(=O)CC,PPARa,agonist
CCC(=O)c1cc(CCC)c(c(Cl)c1)O[C@H](C([O-])=O)c2ccc(C(C)C)cc2,PPARa,agonist
CCC(=O)c1cc(CCC)c(c(c1)CCC)O[C@H](C([O-])=O)c2ccc(CC)cc2,PPARa,agonist
CC(C)Cc(cc1)ccc1[C@@H](C([O-])=O)Oc(c(c2)CCC)c(CCC)cc2C(=O)CC,PPARa,agonist
CC(C)c(cc1)ccc1[C@@H](C([O-])=O)Oc(c(c2)CCC)c(CCC)cc2C(=O)CC,PPARa,agonist
CC(C)Oc(cc1)ccc1[C@@H](C([O-])=O)Oc(c(c2)CCC)c(CCC)cc2C(=O)CC,PPARa,agonist
CCC(=O)c1cc(CCC)c(c(c1)CCC)O[C@H](C([O-])=O)c(cc2)ccc2C(F)(F)F,PPARa,agonist
CC[C@@](C([O-])=O)(C1)Oc(c12)ccc(c2)OCCCOc3c(Cl)cc(cc3)OC(F)(F)F,PPARa,agonist
CC(C)[C@@](C([O-])=O)(C1)Oc(c12)ccc(c2)OCCCOc3c(Cl)cc(cc3)OC(F)(F)F,PPARa,agonist
CC[C@@](C([O-])=O)(C1)Oc(c12)ccc(c2)OCCCOc(cc3)c(Cl)cc3CC(F)(F)F,PPARa,agonist
CC(C)[C@@](C([O-])=O)(C1)Oc(c12)ccc(c2)OCCCOc(c(Cl)cc3)cc3C(F)(F)F,PPARa,agonist
CC(C)[C@@](C([O-])=O)(C1)Oc(c12)ccc(c2)OCCOc3c(Cl)cc(cc3)OC(F)(F)F,PPARa,agonist
[O-]C(=O)C(C)(C)Oc1ccc(cc1)OCCCOc2c(Cl)cc(cc2)Oc3ccc(F)cc3,PPARa,agonist
CCC(C([O-])=O)(CC)Cc1ccc(cc1)OCCCOc2c(Cl)cc(cc2)Oc3ccc(F)cc3,PPARa,agonist
CC[C@](C([O-])=O)(C)Cc1ccc(cc1)OCCCOc2c(Cl)cc(cc2)Oc3ccc(F)cc3,PPARa,agonist
CC[C@@](C([O-])=O)(C)Cc1ccc(cc1)OCCCOc2c(Cl)cc(cc2)Oc3ccc(F)cc3,PPARa,agonist
CC[C@@](C([O-])=O)(C)Cc1ccc(cc1)OCCCOc2c(Cl)cccc2,PPARa,agonist
CC[C@@](C([O-])=O)(C)Cc1ccc(cc1)OCCCOc2c(Cl)cc(cc2)OC(F)(F)F,PPARa,agonist
CC[C@@](C([O-])=O)(C)Cc1ccc(cc1)OCCCOc2c(Cl)cc(cc2)OCC(F)(F)F,PPARa,agonist
CC[C@@](C([O-])=O)(C)Cc1ccc(cc1)OCCCOc2c(Cl)cc(cc2)OS(=O)(=O)C,PPARa,agonist
CC[C@@](C([O-])=O)(C)Cc1ccc(cc1)OCCCOc(cc2)c(Cl)cc2C(F)(F)F,PPARa,agonist
CC[C@](C([O-])=O)(C)Cc1ccc(cc1)OCCCOc(cc2)c(Cl)cc2C3CCCCC3,PPARa,agonist
CC[C@@](C([O-])=O)(C)Cc1ccc(cc1)OCCCOc(cc2)c(Cl)cc2C(CC3)CCC3(C)C,PPARa,agonist
CC[C@@](C([O-])=O)(C)Cc1ccc(cc1)OCCCOc(c(Cl)c2)cc(c23)oc(=O)cc3C(F)(F)F,PPARa,agonist
CC[C@@](C([O-])=O)(C)Cc1ccc(cc1)OCCCOc(cc2)c(C)c(c23)oc(=O)cc3C(F)(F)F,PPARa,agonist
CC[C@@](C([O-])=O)(C)Cc1ccc(cc1)OCCCOc(c(Cl)c2)cc(c23)OC(C)(C)C=C3C(F)(F)F,PPARa,agonist
c1ccccc1COC(=O)NCc(c2CCC([O-])=O)cc(cc2)OCCc3c(C)oc(n3)-c4ccccc4,PPARa,agonist
c1ccccc1CCC(=O)NCc(c2CCC([O-])=O)cc(cc2)OCCc3c(C)oc(n3)-c4ccccc4,PPARa,agonist
c1ccccc1CS(=O)(=O)NCc(c2CCC([O-])=O)cc(cc2)OCCc3c(C)oc(n3)-c4ccccc4,PPARa,agonist
CC(C)OC(=O)NCc(c1CCC([O-])=O)cc(cc1)OCCc2c(C)oc(n2)-c3ccccc3,PPARa,agonist
CC(C)OC(=O)NCc(c1CCC([O-])=O)cc(cc1)OCCc2c(C)oc(n2)-c3ccc(cc3)Oc4ccccc4,PPARa,agonist
CC(C)OC(=O)NCc(c1CCC([O-])=O)cc(cc1)OCCc2c(C)oc(n2)-c3ccc(cc3)-c4ncccn4,PPARa,agonist
n1ccncc1OC(=O)NCc(c2CCC([O-])=O)cc(cc2)OCCc3c(C)oc(n3)-c4ccccc4,PPARa,agonist
n1ccncc1OC(=O)NCc(c2CCC([O-])=O)cc(cc2)OCCc3c(C)oc(n3)-c4ccc(cc4)-c5ccccc5,PPARa,agonist
CC(C)OC(=O)NCc(c1CCC([O-])=O)cc(cc1)OCCc2c(C)sc(n2)N3CCOCC3,PPARa,agonist
c1ccccc1C(=O)c2c(cccc2)N[C@H](C([O-])=O)Cc3ccc(cc3)OCCc4c(C)oc(n4)-c5ccccc5,PPARa,agonist
c1ccccc1C(c2ccccc2)=CCOc(cc3)ccc3C[C@@H](C([O-])=O)OCC,PPARa,agonist
c1cc(F)ccc1/C(c2ccccc2)=C/COc(cc3)ccc3C[C@@H](C([O-])=O)OCC,PPARa,agonist
c1cc(F)ccc1/C(c2ccccc2)=C\COc(cc3)ccc3C[C@@H](C([O-])=O)OCC,PPARa,agonist
c1ccccc1-c(cc2)ccc2/C(c3ccccc3)=C/COc(cc4)ccc4C[C@@H](C([O-])=O)OCC,PPARa,agonist
c1ccccc1-c(cc2)ccc2/C(c3ccccc3)=C\COc(cc4)ccc4C[C@@H](C([O-])=O)OCC,PPARa,agonist
c1cc(Br)ccc1/C(c2ccccc2)=C/COc(cc3)ccc3C[C@@H](C([O-])=O)OCC,PPARa,agonist
c1cc(Br)ccc1/C(c2ccccc2)=C\COc(cc3)ccc3C[C@@H](C([O-])=O)OCC,PPARa,agonist
o1cccc1-c(cc2)ccc2/C(c3ccccc3)=C/COc(cc4)ccc4C[C@@H](C([O-])=O)OCC,PPARa,agonist
o1cccc1-c(cc2)ccc2/C(c3ccccc3)=C\COc(cc4)ccc4C[C@@H](C([O-])=O)OCC,PPARa,agonist
c1cc(C)ccc1C(c2ccc(C)cc2)=CCOc(cc3)ccc3C[C@@H](C([O-])=O)OCC,PPARa,agonist
COc(cc1)ccc1C(c2ccc(cc2)OC)=CCOc(cc3)ccc3C[C@@H](C([O-])=O)OCC,PPARa,agonist
c1cc(Br)ccc1C(c2ccc(Br)cc2)=CCOc(cc3)ccc3C[C@@H](C([O-])=O)OCC,PPARa,agonist
c1ccccc1-c(cc2)ccc2C(c3ccc(cc3)-c4ccccc4)=CCOc(cc5)ccc5C[C@@H](C([O-])=O)OCC,PPARa,agonist
o1cccc1-c(cc2)ccc2C(c3ccc(cc3)-c4ccco4)=CCOc(cc5)ccc5C[C@@H](C([O-])=O)OCC,PPARa,agonist
[O-]C(=O)CCc(c1)ccc(OC)c1C(=O)NCc(cc2)ccc2C(F)(F)F,PPARa,agonist
[O-]C(=O)[C@@H](C)Cc(c1)ccc(OC)c1C(=O)NCc(cc2)ccc2C(F)(F)F,PPARa,agonist
c1ccccc1C#C/C=C/COc(cc2)ccc2C[C@@H](C([O-])=O)OCC,PPARa,agonist
CCO[C@H](C([O-])=O)Cc1ccc(cc1)OC/C=C(\C)c2ccc(cc2)-c(cc3)ccc3C(\C)=C\COc(cc4)ccc4C[C@H](C([O-])=O)OCC,PPARa,agonist
CCO[C@H](C([O-])=O)Cc1ccc(cc1)OC\C=C\C#Cc2ccc(cc2)C#C/C=C/COc(cc3)ccc3C[C@H](C([O-])=O)OCC,PPARa,agonist
CCO[C@H](C([O-])=O)Cc1ccc(cc1)OC\C=C\C#Cc2cc(ccc2)C#C/C=C/COc(cc3)ccc3C[C@@H](C([O-])=O)OCC,PPARa,agonist
COC(=O)C(C(=O)OC)Cc1ccc(cc1)OCCOc(c2)ccc(c23)CCCC3,PPARa,agonist
COC(=O)C(C(=O)OC)Cc1ccc(cc1)OCCOc(c2)ccc(c23)cccc3,PPARa,agonist
COC(=O)C(C(=O)OC)Cc1ccc(cc1)OCCOc(cc2)cc(c23)NCCC3,PPARa,agonist
CCC[C@H](C([O-])=O)Oc(c1)ccc(c12)cccc2,PPARa,agonist
CCC[C@@H](C([O-])=O)Oc(c1)ccc(c12)cccc2,PPARa,agonist
CCC[C@H](C([O-])=O)OCc1ccc(cc1)-c2ccc(Cl)cc2,PPARa,agonist
CCC[C@@H](C([O-])=O)OCc1ccc(cc1)-c2ccc(Cl)cc2,PPARa,agonist
c1ccccc1C[C@H](C([O-])=O)Oc2ccc(Cl)cc2,PPARa,agonist
FC(F)(F)c1ccc(cc1)O[C@H](C([O-])=O)Cc2ccccc2,PPARa,agonist
c1ccccc1C[C@@H](C([O-])=O)Oc2ccc(cc2)OC,PPARa,agonist
CC(=O)c1ccc(cc1)O[C@H](C([O-])=O)Cc2ccccc2,PPARa,agonist
c1ccccc1C[C@@H](C([O-])=O)Oc(cc2)ccc2-c3ccccc3,PPARa,agonist
c1ccccc1C[C@@H](C([O-])=O)Oc(cc2)ccc2CC,PPARa,agonist
OCc1ccc(cc1)O[C@H](C([O-])=O)Cc2ccccc2,PPARa,agonist
c1ccccc1C[C@@H](C([O-])=O)Oc(cc2)ccc2-c3cccs3,PPARa,agonist
c1ccccc1C[C@@H](C([O-])=O)Oc(c2)ccc(c23)cccc3,PPARa,agonist
c1ccccc1C[C@H](C([O-])=O)Oc(cc2)ccc2Cc3ccccc3,PPARa,agonist
c1ccccc1C[C@@H](C([O-])=O)Oc(cc2)ccc2Cc3ccccc3,PPARa,agonist
c1ccccc1C[C@@H](C([O-])=O)Oc(cc2)ccc2CCc3ccccc3,PPARa,agonist
[O-]C(=O)COc(c1C)ccc(c1)OCCCCSc(n2)sc(-c3ccc(cc3)OC)c2-c4ccc(cc4)OC,PPARa,agonist
[O-]C(=O)COc(c1C)ccc(c1)OCCCSc(n2)sc(-c3ccc(cc3)OC)c2-c4ccc(cc4)OC,PPARa,agonist
[O-]C(=O)COc(c1C)ccc(c1)OCCSc(n2)sc(-c3ccc(cc3)OC)c2-c4ccc(cc4)OC,PPARa,agonist
[O-]C(=O)COc(cc1)cc(Cl)c1OCCCCSc(n2)sc(-c3ccc(cc3)OC)c2-c4ccc(cc4)OC,PPARa,agonist
[O-]C(=O)COc(cc1)cc(Cl)c1OCCCSc(n2)sc(-c3ccc(cc3)OC)c2-c4ccc(cc4)OC,PPARa,agonist
[O-]C(=O)COc(cc1)cc(Cl)c1OCCSc(n2)sc(-c3ccc(cc3)OC)c2-c4ccc(cc4)OC,PPARa,agonist
[O-]C(=O)COc(c1C)ccc(c1)OCc2nc(cs2)-c3ccc(cc3)OC,PPARa,agonist
[O-]C(=O)COc(c1C)ccc(c1)OCc2nc(cs2)-c3ccc(cc3)-c4ccccc4,PPARa,agonist
COC(=O)N(CC([O-])=O)Cc1cc(ccc1)OCc2c(C)oc(n2)-c3ccc(Cl)cc3,PPARa,agonist
COC(=O)N(CC([O-])=O)Cc1cc(ccc1)OCc2coc(n2)-c3ccc(Cl)cc3,PPARa,agonist
COC(=O)N(CC([O-])=O)Cc1cc(ccc1)OCc2coc(n2)-c(cc3)ccc3C(F)(F)F,PPARa,agonist
